,Bastiglia,Bomporto,Campogalliano,Camposanto,Carpi,Castelfranco E.,Castelnuovo R.,Castelvetro,Cavezzo,Concordia,Fanano,Finale Emilia,Fiorano M.,Fiumalbo,Formigine,Frassinoro,Guiglia,Lama Mocogno,Maranello,Marano,Medolla,Mirandola,Modena,Montecreto,Montefiorino,Montese,Nonantola,Novi,Palagano,Pavullo,Pievepelago,Prignano,Polinago,Ravarino,Riolunato,San Cesario S/P,San Felice S/P,San Possidonio,San Prospero,Sassuolo,Savignano S/P,Serramazzoni,Sestola,Soliera,Spilamberto,Vignola,Zocca,Fuori provincia,TOTALE
2021-09-15,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
2021-09-16,0,0,1,1,10,7,2,3,0,1,0,0,2,0,9,0,0,0,7,0,0,0,5,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,0,9,4,1,0,0,2,9,0,4,85
2021-09-17,0,1,1,1,2,1,0,1,2,1,0,5,2,3,8,0,2,2,2,1,0,4,30,0,0,0,0,2,0,8,0,0,0,1,0,0,1,0,2,2,0,0,0,1,6,1,0,4,97
2021-09-18,0,0,1,0,14,5,1,6,0,0,0,4,0,0,4,0,0,0,3,1,0,0,16,0,0,2,1,3,0,2,0,0,1,0,0,3,0,0,0,2,0,1,0,0,5,6,0,2,83
2021-09-19,0,1,1,2,3,1,1,4,1,0,0,2,2,0,2,0,0,0,4,0,0,3,25,2,0,2,1,1,0,4,0,0,0,0,0,1,0,0,0,1,4,1,2,1,0,9,0,0,81
2021-09-20,0,0,1,0,15,2,3,0,0,1,0,1,1,0,0,1,1,0,2,0,0,4,12,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,3,2,2,0,2,62
2021-09-21,0,0,0,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,0,1,4,1,0,33
2021-09-22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,14
2021-09-23,0,2,0,1,7,2,1,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,18,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,4,1,2,56
2021-09-24,3,0,2,0,2,5,1,1,1,0,0,2,2,1,4,0,3,1,3,0,0,1,22,0,0,0,2,0,0,3,2,0,0,0,0,1,2,0,3,0,0,1,1,0,2,5,1,0,77
2021-09-25,0,0,1,0,12,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,1,1,2,37
2021-09-26,0,1,3,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,4,0,1,47
2021-09-27,2,4,5,0,6,3,1,0,1,0,0,0,1,1,1,0,1,0,3,0,0,1,9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,2,4,0,55
2021-09-28,0,0,1,0,1,1,2,0,0,0,0,2,1,0,0,0,0,1,1,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,2,4,0,3,32
2021-09-29,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
2021-09-30,0,3,9,0,13,0,1,0,0,0,0,0,1,1,4,0,2,0,0,0,0,4,20,0,0,0,0,1,0,4,0,2,0,0,0,0,0,2,0,1,0,0,1,0,2,4,0,1,76
2021-10-01,0,1,1,0,1,2,2,2,1,2,0,0,2,2,1,0,0,1,0,0,1,0,22,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,3,0,1,54
2021-10-02,0,0,4,0,6,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34
2021-10-03,0,0,0,1,4,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,27
2021-10-04,0,1,2,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,21,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,4,51
2021-10-05,0,0,0,1,0,0,2,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,4,0,1,20
2021-10-06,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,28
2021-10-07,1,4,2,1,5,9,1,5,0,0,0,1,4,0,2,0,0,1,1,0,0,1,21,0,0,0,5,1,0,2,0,0,0,0,0,0,1,0,1,5,1,0,0,1,0,2,0,0,78
2021-10-08,0,0,1,0,1,1,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,14,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,32
2021-10-09,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
2021-10-10,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26
2021-10-11,1,2,1,0,4,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,24
2021-10-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8
2021-10-13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14
2021-10-14,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23
2021-10-15,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,23
2021-10-16,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
2021-10-17,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,2,22
2021-10-18,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,25
2021-10-19,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,26
2021-10-20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,16
2021-10-21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,18
2021-10-22,0,3,0,0,3,4,1,0,0,1,0,0,0,0,2,0,0,0,3,0,0,3,8,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,2,1,2,0,1,2,0,0,3,49
2021-10-23,0,0,0,0,26,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,45
2021-10-24,0,0,0,0,6,0,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,28
2021-10-25,0,0,1,0,62,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,1,0,2,0,2,0,3,93
2021-10-26,0,0,0,0,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,23
2021-10-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11
2021-10-28,0,0,1,0,33,1,0,1,0,1,1,0,1,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,3,6,1,1,0,0,0,0,68
2021-10-29,0,1,0,0,3,13,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,2,1,1,0,1,0,1,1,1,46
2021-10-30,0,0,0,0,25,6,1,2,0,0,1,0,0,0,16,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,1,71
2021-10-31,0,0,1,0,5,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,4,0,2,0,2,48
2021-11-01,0,0,0,0,29,9,1,0,0,2,0,0,0,0,2,0,0,0,4,0,0,3,13,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,3,2,1,2,2,0,0,0,0,84
2021-11-02,0,0,0,0,5,12,0,0,1,3,1,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,11,0,0,0,0,1,0,2,54
2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-11-04,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,24
2021-11-05,1,0,0,0,5,24,1,0,0,2,1,3,0,0,4,0,0,0,1,0,1,4,19,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,9,1,6,1,0,0,0,5,0,0,99
2021-11-06,0,1,2,0,25,2,1,2,0,0,1,0,0,0,2,0,0,1,3,1,1,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,4,0,4,0,1,85
2021-11-07,0,0,0,0,6,11,0,1,1,2,0,3,0,0,0,0,0,0,0,1,2,5,20,0,0,0,0,2,0,0,0,0,0,0,0,11,4,0,4,2,1,0,1,0,0,0,0,0,77
2021-11-08,0,1,0,0,11,17,1,3,1,1,0,0,0,0,8,0,0,0,1,2,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,3,2,6,2,0,1,0,0,0,2,100
2021-11-09,0,0,0,0,1,1,0,1,0,0,2,2,0,0,2,0,0,0,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,3,0,0,0,2,31
2021-11-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18
2021-11-11,0,2,2,0,20,8,4,3,0,0,1,2,2,0,8,0,0,0,1,0,0,3,26,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,1,6,2,0,3,1,2,1,0,3,117
2021-11-12,0,0,0,0,12,20,5,0,0,0,2,0,1,0,14,0,0,0,4,1,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,1,8,3,0,4,1,2,0,10,120
2021-11-13,0,0,0,1,2,11,2,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,3,6,2,0,0,0,4,1,0,6,60
2021-11-14,0,1,0,0,3,1,5,3,1,1,1,2,1,0,3,0,0,0,2,0,3,3,12,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,1,0,2,56
2021-11-15,0,0,0,0,8,9,4,7,0,0,5,0,0,0,5,0,2,0,0,0,0,0,16,0,0,0,1,2,0,0,0,0,0,1,0,6,0,1,0,4,2,0,0,0,1,5,0,2,81
2021-11-16,1,4,12,2,86,22,23,7,3,3,0,3,15,0,33,0,4,2,15,5,1,8,136,1,1,5,9,10,1,17,1,5,0,8,0,4,3,3,2,47,12,5,1,15,17,30,6,17,605
2021-11-17,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,2,0,1,17
2021-11-18,0,2,1,0,5,8,0,0,0,3,4,0,4,0,7,0,1,0,8,0,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,1,0,0,0,1,2,0,4,86
2021-11-19,0,0,0,2,7,11,1,3,1,0,3,10,6,0,13,0,0,0,8,3,1,8,31,0,0,0,4,0,1,1,0,0,0,1,0,7,3,2,4,9,2,1,0,0,4,3,0,4,154
2021-11-20,0,1,1,0,2,7,1,1,0,1,2,0,0,0,5,0,0,0,8,1,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,9,3,1,0,0,0,6,0,4,73
2021-11-21,0,0,0,0,6,5,4,2,0,1,0,3,1,0,10,0,0,0,5,1,0,5,11,0,0,0,1,0,0,0,0,0,0,0,0,9,2,0,1,6,0,0,1,0,2,2,0,2,80
2021-11-22,0,0,2,2,9,7,4,2,3,4,3,4,10,0,22,0,0,0,6,2,0,5,44,0,0,1,7,0,0,0,0,0,0,0,0,11,4,4,2,5,2,2,0,5,1,9,1,2,185
2021-11-23,0,0,2,3,1,3,2,6,1,0,0,19,2,0,6,0,0,0,5,0,0,6,7,0,0,0,0,0,0,3,0,0,0,0,0,0,6,12,1,2,2,0,1,1,3,11,0,3,108
2021-11-24,4,14,6,2,64,44,10,5,3,3,2,16,13,0,17,1,2,2,5,1,2,14,131,0,1,5,21,9,0,28,1,6,1,6,0,11,6,0,2,22,2,10,3,18,8,14,2,10,547
2021-11-25,0,0,0,0,13,1,4,4,1,1,3,1,6,0,12,0,0,0,6,3,1,1,36,1,0,1,2,0,1,2,0,0,0,0,0,2,1,0,2,15,0,4,1,5,10,10,0,3,153
2021-11-26,0,2,8,1,15,6,3,7,7,8,0,41,5,0,9,1,1,0,9,1,2,15,15,0,0,0,3,0,1,1,0,0,0,3,0,1,8,12,2,15,3,8,0,4,3,9,1,9,239
2021-11-27,0,1,1,0,24,8,1,4,0,0,3,5,4,0,4,0,0,0,2,1,1,4,34,0,0,0,4,3,1,1,0,0,0,2,0,2,2,3,0,2,1,3,3,1,1,5,0,5,136
2021-11-28,0,0,0,0,10,2,6,7,1,5,2,24,4,0,2,0,0,0,2,0,2,13,44,0,0,0,10,0,0,1,0,0,0,0,0,0,8,19,1,12,2,1,4,3,4,7,1,8,205
2021-11-29,0,0,1,0,18,12,1,9,1,1,2,0,5,2,10,0,0,0,8,3,0,2,29,0,0,0,9,1,0,1,0,1,0,1,0,4,0,1,2,5,0,5,1,4,6,3,1,6,155
2021-11-30,0,0,1,0,3,2,2,3,1,4,0,25,2,0,5,0,1,0,7,1,0,11,20,1,0,0,1,3,0,0,0,0,0,1,0,0,15,14,6,5,1,1,0,0,3,14,0,5,158
2021-12-01,0,0,0,1,2,3,4,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
2021-12-02,2,0,2,0,28,6,18,22,2,1,6,3,9,1,13,0,0,0,6,1,1,1,30,0,0,1,2,5,0,1,1,5,0,3,0,0,2,8,0,10,1,2,2,4,1,8,2,10,220
2021-12-03,0,1,3,3,25,8,8,5,5,13,3,13,1,3,2,0,0,1,2,1,4,34,55,0,1,0,12,2,0,1,1,2,0,9,0,1,19,9,3,6,0,2,3,1,0,11,2,6,281
2021-12-04,0,2,4,0,25,4,6,8,1,1,1,2,5,0,13,0,0,0,4,4,0,1,42,0,0,1,1,3,0,2,0,1,0,1,0,1,0,2,0,11,2,3,1,3,1,8,2,14,181
2021-12-05,0,0,1,8,24,4,5,3,5,2,0,22,3,3,2,0,5,0,3,2,2,9,28,0,0,3,0,2,0,3,2,0,0,1,1,0,10,9,4,8,1,4,0,1,6,18,1,5,210
2021-12-06,1,5,5,0,32,18,3,6,3,8,1,8,2,1,4,0,1,0,8,1,2,9,55,0,0,4,10,0,0,1,0,2,0,8,0,4,5,2,3,7,1,2,2,11,3,15,1,5,259
2021-12-07,2,0,2,2,7,0,6,7,6,16,4,8,2,0,9,0,5,0,11,1,4,19,24,0,0,3,0,2,1,3,0,1,0,0,0,1,7,2,3,8,0,4,1,0,6,10,2,2,191
2021-12-08,0,1,1,1,2,3,3,2,0,0,0,1,3,1,6,0,1,1,4,1,0,0,7,0,0,0,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,11,1,2,65
2021-12-09,0,1,4,4,71,9,8,4,4,4,0,8,10,6,7,0,4,0,14,6,2,14,64,0,0,1,5,4,0,2,5,4,0,1,1,1,7,4,1,7,4,5,4,4,4,14,1,5,328
2021-12-10,0,2,4,1,49,3,5,1,2,3,1,13,8,1,11,0,3,0,12,18,4,4,60,0,1,3,4,4,1,1,1,1,0,7,0,4,4,5,1,13,1,3,0,7,8,20,5,10,309
2021-12-11,0,1,0,0,7,2,2,2,0,5,1,6,2,0,2,0,2,0,2,1,6,8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,0,2,0,1,0,2,1,3,79
2021-12-12,4,6,6,3,34,7,1,5,3,12,0,9,12,12,24,0,1,0,15,7,0,18,80,0,0,1,14,1,1,4,1,4,0,2,0,3,7,1,6,14,6,2,3,4,4,18,2,16,373
2021-12-13,0,8,8,2,34,10,3,8,5,11,4,14,9,4,12,0,4,0,10,8,4,22,69,0,0,2,7,5,0,3,1,0,0,3,0,1,8,1,12,11,6,1,0,3,7,20,1,13,355
2021-12-14,2,5,3,0,37,1,3,2,2,5,1,6,9,0,14,1,1,0,10,9,0,9,27,1,0,0,8,7,0,3,2,2,0,4,1,2,5,0,3,19,0,4,0,3,3,16,2,8,240
2021-12-15,0,0,0,0,0,0,1,1,0,0,1,0,2,0,6,0,0,0,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,5,39
2021-12-16,3,9,9,0,25,7,11,10,2,8,3,7,3,3,14,0,1,0,8,10,0,10,60,2,3,2,7,0,0,3,0,0,0,1,0,4,3,0,2,18,19,0,1,2,5,15,3,12,305
2021-12-17,0,6,4,0,58,11,17,8,2,2,2,2,4,0,6,0,7,0,17,2,3,5,73,0,0,1,16,9,3,2,2,1,1,2,0,6,5,1,3,22,16,4,0,5,13,20,4,9,374
2021-12-18,1,5,0,2,22,12,2,3,4,15,4,7,12,1,14,2,0,0,13,0,1,11,83,1,0,0,4,1,2,1,1,5,0,1,0,1,3,0,11,22,5,2,0,6,5,4,1,13,305
2021-12-20,2,9,9,0,42,12,9,11,5,3,3,9,13,0,16,1,1,3,10,4,5,12,87,1,0,5,17,4,1,7,2,1,1,5,1,3,7,0,7,32,6,6,0,8,6,15,4,16,422
2021-12-21,1,6,7,2,58,18,10,5,5,6,2,8,3,1,24,0,3,1,7,4,0,14,111,1,0,1,22,7,0,0,0,6,1,4,0,1,5,0,3,28,5,4,1,8,6,5,0,17,421
2021-12-22,3,2,0,0,7,2,0,0,0,0,1,4,3,0,10,0,1,1,3,1,0,0,18,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,9,1,0,0,0,1,4,0,6,82
2021-12-23,0,6,7,1,30,4,14,15,2,4,2,4,14,0,28,0,4,0,12,6,2,16,148,0,1,2,4,5,0,1,0,2,0,0,0,0,7,2,2,32,9,1,0,4,9,13,1,22,436
2021-12-24,4,7,1,0,16,18,4,11,0,0,3,3,9,3,16,1,4,0,5,7,0,1,87,1,0,3,9,1,0,5,0,1,0,4,0,3,2,1,3,33,7,6,3,1,10,21,4,25,343
2021-12-25,4,18,0,7,63,18,22,13,0,4,0,6,26,0,57,1,3,1,13,4,3,5,107,1,4,2,20,8,1,1,0,5,0,6,0,6,4,2,3,33,6,3,1,12,5,12,1,22,533
2021-12-26,0,5,5,4,19,3,17,17,2,3,3,9,17,1,49,3,5,3,14,5,6,19,137,2,4,3,2,2,0,12,0,7,1,0,0,0,5,2,1,52,10,3,3,9,3,20,2,24,513
2021-12-27,5,11,8,4,72,45,18,5,2,2,4,20,25,0,48,4,1,8,35,4,6,26,177,0,6,2,24,6,0,8,0,5,2,7,1,7,7,1,0,44,12,10,2,6,8,13,5,21,727
2021-12-28,3,10,10,10,68,23,3,1,7,7,10,28,3,0,15,3,0,4,4,0,11,42,184,0,3,0,9,2,0,5,0,1,0,5,2,2,20,5,8,13,0,2,6,20,1,2,0,32,584
2021-12-29,3,5,20,1,81,16,6,6,1,1,10,14,13,1,63,4,0,3,11,1,2,13,259,2,2,2,8,17,5,16,1,2,0,8,1,2,2,3,2,40,3,18,3,30,5,13,0,37,756
2021-12-30,4,4,10,3,20,14,42,28,2,2,0,10,27,0,110,5,3,5,26,7,2,14,397,0,5,6,11,1,5,8,1,7,1,8,1,2,8,2,6,86,13,7,0,10,23,38,5,68,1057
2021-12-31,5,11,5,8,57,48,30,30,9,7,1,33,78,0,141,7,6,3,63,11,6,29,149,0,9,2,31,5,2,11,1,11,0,11,0,9,17,3,8,139,18,11,2,17,17,29,14,84,1188
2022-01-01,13,22,3,1,31,56,45,24,2,2,17,15,36,1,92,5,5,14,42,11,4,16,195,1,9,6,29,6,3,33,4,9,2,19,3,11,12,2,7,103,15,26,8,8,19,46,5,50,1087
2022-01-02,1,7,30,11,166,8,28,14,9,11,2,20,18,1,38,1,3,4,27,3,17,47,228,0,2,5,6,21,2,6,0,0,0,3,1,2,13,7,12,27,7,3,1,22,18,38,0,41,0
2022-01-03,8,25,29,17,174,69,21,16,7,10,6,28,10,0,34,0,2,2,27,6,17,47,345,0,3,5,27,14,2,16,1,3,1,14,0,9,17,9,14,23,2,7,3,39,11,14,0,41,1181
2022-01-04,5,12,12,6,53,27,6,9,7,6,4,13,2,0,12,1,1,2,5,2,3,25,297,0,3,0,28,5,0,22,1,3,0,12,0,6,6,2,5,9,3,7,2,18,2,8,0,29,681
2022-01-05,9,23,11,9,66,62,22,15,11,20,6,34,16,1,37,1,3,5,10,8,17,32,499,0,2,0,25,8,2,35,0,2,4,13,4,21,25,5,14,31,6,19,7,17,17,30,0,45,1249
